dim,act_mean,act_var,act_std,act_skew,act_excess_kurtosis,act_q95_abs,act_q99_abs,act_max_abs,act_tail_ratio,recon_mean,recon_var,recon_std,recon_skew,recon_excess_kurtosis,recon_q95_abs,recon_q99_abs,recon_max_abs,recon_tail_ratio,var_delta,kurtosis_delta,tail_ratio_delta,abs_mean_delta
453,0.8461134,7.844505,2.8008044,0.02237847,0.17608023,5.75,7.84375,13.25,5.723627,0.5943963,4.9611115,2.2273552,0.00786777,0.27325416,4.5625,6.15625,9.625,5.289711,-2.8833933,0.09717393,-0.4339161,0.2517171
454,0.36907727,6.913852,2.6294205,0.03415015,0.11444974,5.21875,7.0,11.0,5.229033,-0.087468006,4.087788,2.021828,0.024491314,0.2650671,4.0,5.34375,9.5625,5.987525,-2.826064,0.15061736,0.758492,0.45654526
455,0.2775667,7.6576686,2.7672493,0.05467299,0.20795274,5.46875,7.375305,12.875,5.857218,0.27498668,4.333572,2.0817232,0.017342482,0.33708143,4.1875,5.6875,10.0625,6.0756435,-3.3240967,0.1291287,0.21842575,0.0025800169
456,0.09179031,16.217876,4.0271425,0.008478581,0.039335966,8.0,10.5,16.5,5.1547503,-0.36463097,12.2931185,3.5061543,0.044207014,0.2138679,7.0,9.375,15.75,5.6563396,-3.924758,0.17453194,0.5015893,0.4564213
457,-0.064018756,6.837164,2.614797,0.06601223,0.22298932,5.15625,6.96875,11.6875,5.64773,0.16663742,3.9338524,1.9833941,0.08985968,0.28919244,3.953125,5.40625,8.5625,5.4701962,-2.9033115,0.06620312,-0.17753363,0.23065618
458,-0.44865108,6.725695,2.5933945,0.02006511,0.2882731,5.1875,7.125,11.9375,5.743642,-0.2957001,4.186088,2.045993,0.38029602,2.079918,4.0,5.5625,13.8125,8.623825,-2.539607,1.7916448,2.8801832,0.15295097
459,0.1058261,7.021498,2.649811,-0.017086491,0.26136994,5.28125,7.0,15.75,7.512294,0.109574854,4.092227,2.0229254,0.034945164,0.44825912,4.0,5.46875,13.8125,8.68001,-2.9292712,0.18688917,1.167716,0.0037487522
460,0.87415195,6.1960006,2.4891768,0.04453457,0.16671324,5.21875,7.0,12.25,5.8603845,0.4127549,3.6323195,1.9058645,0.029776236,0.19398546,3.859375,5.15625,9.6875,6.2709107,-2.5636811,0.027272224,0.41052628,0.46139705
461,0.28142357,7.34072,2.7093763,-0.013032107,0.24347782,5.40625,7.25,11.6875,5.4261613,-0.44700575,4.3756447,2.0918043,-0.0518064,0.40501475,4.28125,5.84375,11.0,6.5672207,-2.9650755,0.16153693,1.1410594,0.7284293
462,-0.15779111,7.2864,2.6993332,-0.094252326,0.1996944,5.34375,7.21875,12.1875,5.7064037,0.023395997,4.0037127,2.000928,-0.012318923,0.20401978,3.9375,5.312805,8.5,5.368187,-3.2826872,0.00432539,-0.33821678,0.18118711
463,0.6634787,5.595676,2.365518,0.037003476,0.19526267,4.875,6.5,10.3125,5.3245454,0.429535,3.1504307,1.7749453,0.03407046,0.3423946,3.625,4.90625,8.6875,6.052063,-2.4452453,0.14713192,0.7275176,0.23394367
464,-0.018915545,10.41889,3.2278306,0.002945117,0.3004694,6.4375,8.6875,14.3125,5.6514463,0.16595401,7.6041265,2.757558,-0.022588782,0.3987546,5.5625,7.53125,12.25,5.672936,-2.8147635,0.0982852,0.02148962,0.18486956
465,0.15364365,6.2911677,2.50822,-0.019602304,0.22563028,4.9375,6.625,11.25,5.6583595,-0.13363843,3.751259,1.9368167,-0.029476503,0.2753985,3.84375,5.1875,8.875,5.8078203,-2.5399086,0.04976821,0.14946079,0.28728208
466,-0.11561343,11.691141,3.4192312,-0.031810842,0.6998434,6.96875,9.625,15.9375,6.0399003,0.017798632,9.193477,3.0320747,-0.061988585,0.83413696,6.21875,8.625,15.4375,6.66935,-2.4976645,0.13429356,0.62944984,0.13341206
467,-1.0361924,6.186786,2.4873252,-0.033374246,0.2165463,5.28125,7.03125,15.0625,7.059689,-0.33911306,3.7456489,1.935368,-0.039917406,0.3021276,3.875,5.3125,10.125,6.534163,-2.4411373,0.0855813,-0.52552605,0.69707936
468,-0.41600284,7.260272,2.6944892,-0.0035179453,0.15421653,5.375,7.1875,12.125,5.6135254,-0.021935547,4.482945,2.1172967,-0.019180248,0.34025693,4.21875,5.71875,11.0625,6.6414533,-2.777327,0.1860404,1.0279279,0.3940673
469,-0.07757087,6.0268135,2.454957,0.043922905,0.18785954,4.875,6.4375,10.6875,5.4971037,-0.22208881,3.441464,1.8551183,0.04419036,0.23730159,3.703125,5.0,8.6875,5.8814626,-2.5853496,0.049442053,0.38435888,0.14451794
470,-0.54329795,6.8784094,2.622672,0.04249238,0.11284876,5.28125,7.0625,11.375,5.3369327,-0.030478882,4.2028947,2.0500963,0.025064424,0.20835066,4.03125,5.4375,8.5625,5.280633,-2.6755147,0.0955019,-0.056299686,0.51281905
471,-0.9366216,6.168942,2.4837356,-0.010641151,0.18391943,5.21875,7.0,10.75,5.103352,-0.39509988,3.7883425,1.9463664,0.003941993,0.31368065,3.921875,5.375,8.6875,5.5434585,-2.3805995,0.12976122,0.4401064,0.5415217
472,0.29781866,6.0366073,2.456951,0.035704423,0.20733857,4.9375,6.5625,13.125,6.72297,0.82866347,3.5079777,1.8729596,0.14740065,0.29830003,4.0625,5.531555,8.75,5.443008,-2.5286295,0.09096146,-1.2799621,0.5308448
473,-0.37221006,6.0355945,2.4567447,0.033370133,0.22768307,4.96875,6.5625,10.375,5.2959437,-0.54494923,3.6647704,1.914359,-0.021390142,0.3559022,3.984375,5.375305,8.75,5.5969257,-2.370824,0.12821913,0.300982,0.17273918
474,-0.36153775,6.3394513,2.5178268,-0.027717646,0.21080232,5.0,6.84375,11.625,5.783536,-0.3264668,3.8248827,1.9557308,-0.08344782,0.25708842,3.9375,5.375,8.3125,5.330589,-2.5145686,0.046286106,-0.45294714,0.035070956
475,-0.044787854,6.5672674,2.562668,-0.0054618204,0.24933052,5.0625,6.90625,10.625,5.262455,-0.43595943,3.9409082,1.985172,-0.0025157838,0.31762958,4.0,5.5625,8.25,5.147139,-2.6263592,0.068299055,-0.115315914,0.39117157
476,0.46162125,9.698599,3.1142573,0.14382145,0.8305125,6.40625,8.875,17.75,7.3232455,0.012239453,7.3953657,2.7194421,0.1584093,0.7823527,5.59375,7.6875,13.375,6.4140162,-2.3032331,-0.048159838,-0.9092293,0.4493818
477,-1.4010817,7.141588,2.672375,-0.06492159,0.22788978,5.9375,8.0,12.5,5.2269406,-0.9806479,4.3282914,2.0804546,0.060270734,0.289325,4.5,5.9375,9.375,5.119378,-2.8132968,0.061435223,-0.10756254,0.42043376
478,0.7125295,6.6669273,2.5820394,0.000634906,0.17549396,5.28125,7.125,11.25,5.2900643,0.37001333,3.9441984,1.9860005,-0.013727515,0.16527128,3.984375,5.3125,9.375,5.8545933,-2.722729,-0.010222673,0.56452894,0.34251615
479,-0.38880658,7.2119164,2.685501,-0.057913106,0.08242011,5.345276,7.125,11.1875,5.1929493,0.048244543,4.381661,2.0932417,-0.02780387,0.17528558,4.125,5.53125,9.75,5.8901525,-2.8302555,0.09286547,0.69720316,0.43705112
480,-0.120499484,6.7876525,2.6053123,-0.020568961,0.11605382,5.09375,6.875305,11.25,5.4207306,-0.028163427,3.9999187,1.9999796,-0.0013505258,0.22619843,4.0,5.375,8.6875,5.5005345,-2.7877338,0.110144615,0.07980394,0.09233606
481,-0.26793525,6.3199344,2.513948,-0.044887174,0.20550561,4.970276,6.78125,11.1875,5.5943575,-0.091305956,3.5898736,1.8946961,-0.054668102,0.18438315,3.765625,5.03125,8.125,5.4187126,-2.7300608,-0.021122456,-0.17564487,0.17662929
482,2.1507027,7.7436295,2.7827377,-0.023383813,0.26735878,6.78125,8.625,15.0,5.2726493,2.8202012,5.0818143,2.254288,0.19881885,1.068327,6.46875,8.25061,17.25,5.6804333,-2.6618152,0.80096817,0.407784,0.66949844
483,0.45470127,6.607121,2.570432,-0.036549844,0.351115,5.15625,7.0625,13.125,6.3865404,0.2392843,3.747611,1.9358747,-0.027924594,0.44194388,3.875763,5.3125,9.5625,6.2530384,-2.85951,0.090828896,-0.133502,0.21541697
484,0.54174757,7.0740037,2.6597,0.01300961,0.21030974,5.34375,7.1875,14.375,6.6926894,0.6204404,4.100643,2.0250044,0.045844648,0.3084612,4.1875,5.6875,9.125,5.47516,-2.9733605,0.098151445,-1.2175293,0.07869285
485,0.48619533,6.677928,2.5841687,0.045290526,0.24869275,5.21875,7.0,12.0,5.7774963,0.106572814,4.0036283,2.000907,-0.055696633,0.46959114,3.96875,5.437805,10.5,6.672673,-2.6742997,0.22089839,0.8951769,0.37962252
486,-0.19317943,12.105268,3.4792626,-0.04813013,0.6179781,7.09375,9.75,16.125,6.0020733,-0.31879336,9.683356,3.1118093,-0.03493396,0.859642,6.53125,8.9375,14.75,6.192894,-2.4219112,0.24166393,0.1908207,0.12561393
487,-0.10688711,6.483675,2.5463061,-0.025196228,0.32164693,5.09375,6.78125,14.0625,7.0236435,-0.25134724,3.565185,1.8881698,-0.01335288,0.31269598,3.78125,5.125,10.625,7.082307,-2.91849,-0.008950949,0.05866337,0.14446014
488,-0.056396667,7.6423798,2.7644854,0.1754055,0.1929686,5.4375,7.25,13.625,6.2135143,0.31716165,4.7729087,2.1846988,0.18050888,0.2036562,4.345276,5.9375,10.0,5.7491574,-2.869471,0.01068759,-0.4643569,0.3735583
489,-1.3464655,7.6332555,2.7628348,0.028328255,0.15412092,6.03125,7.812805,13.0,5.2975607,-0.471653,4.499623,2.1212313,0.19577992,0.56238294,4.28125,5.8125,10.1875,5.9481955,-3.1336327,0.408262,0.65063477,0.8748125
490,-0.066831835,7.465092,2.732232,-0.06327408,0.045300722,5.375,7.03125,11.875,5.4498696,0.05090797,5.0334134,2.243527,-0.07955895,0.22801924,4.46875,5.90625,10.5,5.9262857,-2.4316788,0.18271852,0.4764161,0.117739804
491,-0.4321228,7.987321,2.8261847,-0.053121988,0.2162416,5.65625,7.625,12.0625,5.336751,-0.10092119,5.0287967,2.242498,-0.06667042,0.27932668,4.4375,6.031555,9.75,5.512387,-2.9585242,0.06308508,0.17563581,0.3312016
492,-0.6393994,6.2059565,2.4911757,0.018100206,0.13337374,5.03125,6.71875,11.3125,5.539117,0.05909966,3.5933785,1.895621,-0.04756179,0.18637109,3.75,5.03125,8.6875,5.784902,-2.612578,0.05299735,0.24578524,0.6984991
493,0.70335585,6.501202,2.5497456,0.012586845,0.25856376,5.25,7.03125,12.5625,6.00964,0.31126785,4.037651,2.0093908,-0.082427315,0.46649456,4.03125,5.59375,9.1875,5.746282,-2.463551,0.2079308,-0.26335812,0.392088
494,-0.15604828,9.405087,3.0667715,-0.021065222,0.14621258,6.0625,8.125,12.5,5.146668,0.6566188,6.505087,2.550507,0.03333495,0.34179783,5.25,7.0625,13.1875,6.359902,-2.9000006,0.19558525,1.213234,0.8126671
495,0.605097,6.3877444,2.5273988,-0.014208683,0.18057513,5.125,6.906555,11.375,5.5176787,-0.071532495,3.6217785,1.903097,-0.0149759175,0.25353575,3.78125,5.09375,9.3125,6.2151155,-2.765966,0.072960615,0.6974368,0.6766295
496,0.27972913,11.84348,3.4414358,-0.19186787,0.77246237,6.9375,9.5625,16.75,6.263241,0.4166144,9.391162,3.0645003,-0.2671834,1.0616369,6.1875,8.5625,16.875,7.050796,-2.4523182,0.28917456,0.7875552,0.13688529
497,-0.1621186,20.752312,4.5554705,-0.015780088,0.4239819,9.25,12.5,19.875,5.6200237,-0.04810918,17.343185,4.164515,-0.05309985,0.53202343,8.5,11.56311,21.0,6.5294623,-3.4091263,0.108041525,0.9094386,0.11400942
498,0.055358503,8.588776,2.9306612,0.07901139,0.29733086,5.84375,7.96875,12.625,5.469853,0.2701791,5.859305,2.4206002,0.041673988,0.36043406,4.8125,6.625,10.75,5.615107,-2.7294707,0.0631032,0.14525414,0.2148206
499,0.7214981,12.051953,3.4715924,-0.042750828,0.83415246,7.1875,9.9375,19.0,6.9567695,0.5597172,9.759519,3.1240227,0.036431596,0.8294661,6.46875,8.9375,16.375,6.7466764,-2.2924347,-0.0046863556,-0.21009302,0.1617809
500,0.032181025,5.985078,2.446442,-0.032382883,0.12702298,4.875,6.4375,11.1875,5.7642107,0.19724353,3.4326813,1.8527497,-0.05501401,0.1552372,3.6875,4.90625,7.34375,4.975712,-2.5523965,0.028214216,-0.7884989,0.1650625
501,0.27592444,6.549982,2.5592933,0.010246668,0.25997353,5.09375,6.875,11.4375,5.6335464,0.47951376,4.029422,2.0073419,0.030444432,0.42845225,4.0625,5.59375,10.0,6.1485295,-2.5205603,0.16847873,0.5149832,0.20358932
502,0.396881,6.574976,2.5641716,0.00491929,0.14916468,5.125,6.84375,10.6875,5.2082596,0.010178638,4.0790267,2.01966,0.097309045,0.46093345,3.984375,5.5625,10.5625,6.663833,-2.4959493,0.31176877,1.4555736,0.3867024
503,-0.04164748,6.936347,2.6336946,-0.06616786,0.32814384,5.21875,7.03125,11.4375,5.521346,-0.039519727,4.897804,2.2130983,-0.017509982,0.47963858,4.375,6.0625,11.625,6.6962523,-2.0385432,0.15149474,1.1749063,0.0021277517
504,1.1677384,17.821012,4.221494,0.05131385,0.6863644,8.75,12.125,26.0,7.59603,0.86901474,14.365603,3.7901983,0.10154922,0.92343307,7.78125,10.875,22.25,7.425076,-3.455409,0.23706865,-0.17095423,0.2987237
505,0.5371177,7.626832,2.761672,-2.6492564e-05,0.1929493,5.5625,7.5,12.6875,5.693663,0.32294896,4.8123837,2.1937146,-0.014646707,0.37815452,4.4375,5.96875,10.0,5.7504153,-2.8144484,0.18520522,0.056752205,0.21416876
506,0.74227166,9.43745,3.0720434,0.04234218,0.14573026,6.251526,8.1875,14.0,5.600647,0.54155135,6.7082205,2.5900233,0.036316223,0.16568685,5.21875,6.937805,12.0,5.7251797,-2.72923,0.019956589,0.1245327,0.20072031
507,0.13562109,13.867359,3.7238903,-0.036201686,0.1336155,7.407776,9.625,17.75,6.00584,0.22140679,10.359208,3.2185724,-0.11759822,0.39332795,6.375,8.625,16.125,6.351356,-3.508151,0.25971246,0.3455162,0.0857857
508,-7.2679267,7.0161705,2.6488054,0.05277157,0.23912406,11.5,13.375,19.25,2.6455157,-7.0105724,4.152555,2.037782,0.080510214,0.22459602,10.25,11.75,15.375,2.192769,-2.8636155,-0.014528036,-0.45274663,0.25735426
509,0.28019813,6.2811007,2.5062125,-0.003916071,0.16187716,5.0,6.625,11.0,5.5061545,-0.104501,3.6317563,1.9057168,0.046442218,0.26341796,3.796875,5.125,8.25,5.4765153,-2.6493444,0.101540804,-0.029639244,0.38469914
510,0.032784816,6.4195642,2.533686,-0.014699629,0.15619946,5.0,6.65625,11.625,5.7883043,0.07186479,3.901197,1.9751447,-0.051344458,0.29887748,3.890625,5.250305,11.0,7.044604,-2.5183673,0.14267802,1.2562995,0.039079975
511,0.9369583,6.980914,2.642142,0.0032392403,0.16592026,5.53125,7.375,11.6875,5.261821,0.3827124,4.153702,2.0380633,0.034207556,0.24486113,4.125,5.531555,9.5,5.8155613,-2.8272123,0.07894087,0.5537405,0.55424595
512,-0.39508072,7.120259,2.6683812,0.013483549,0.21761322,5.3125,7.094055,12.6875,5.9686403,0.23947588,4.3670216,2.089742,0.010278571,0.65461063,4.1875,5.78125,11.375,6.946835,-2.7532372,0.4369974,0.9781947,0.6345566
513,-0.14310917,7.329308,2.7072694,-0.023119306,0.30596828,5.375,7.219055,12.0625,5.6311417,-0.16260825,4.7076173,2.1697044,-0.13698849,0.48743534,4.28125,6.0,11.9375,6.992663,-2.6216908,0.18146706,1.3615212,0.019499078
514,-0.03300708,6.504728,2.5504367,0.010654702,0.2584226,5.0625,6.78125,12.3125,6.1077275,-0.33433244,4.031407,2.0078363,-0.018399512,0.38727212,4.03125,5.5,10.625,6.651964,-2.473321,0.1288495,0.54423666,0.30132535
515,-0.04963943,6.2476754,2.499535,-0.13135752,0.3178985,4.96875,6.75,11.9375,6.062672,-0.11280232,4.0267406,2.006674,-0.17465548,0.39711142,3.984375,5.46875,10.0625,6.3838797,-2.2209349,0.079212904,0.32120752,0.06316289
516,-0.16861573,8.178298,2.8597724,-0.11440147,0.28317928,5.6875,7.625305,13.625,6.0474677,-0.5137276,5.72985,2.3937104,-0.23753999,0.8296702,4.84375,6.78125,13.9375,7.3214517,-2.4484482,0.5464909,1.273984,0.34511188
517,0.18173552,6.658728,2.5804513,0.13734198,0.24925017,5.125,6.96875,11.75,5.7705607,0.07082837,3.878911,1.969495,0.16188627,0.34980512,3.96875,5.34375,8.875,5.738056,-2.779817,0.10055494,-0.03250456,0.110907145
518,0.08379116,6.2357635,2.4971511,-0.046835896,0.24364424,4.96875,6.71875,11.375,5.771978,-0.0053036134,3.4343667,1.8532045,-0.15788697,0.38214397,3.65625,5.0625,8.3125,5.7041345,-2.8013968,0.13849974,-0.06784344,0.08909477
519,1.0025569,9.163429,3.0271156,0.058376476,0.06425691,6.3125,8.375,14.3125,5.663602,0.5113244,6.188464,2.4876623,0.124838725,0.18305588,5.0625,6.78125,11.375,5.680544,-2.974965,0.11879897,0.016942024,0.4912325
520,-0.15094839,8.844564,2.9739811,0.10497505,0.32917547,5.90625,8.0625,15.375,6.54354,0.1938231,5.464816,2.3376946,0.09515659,0.28591728,4.65625,6.375,11.0,5.9668994,-3.3797483,-0.04325819,-0.5766406,0.3447715
521,0.07026696,7.229403,2.688755,-0.006847102,0.17092586,5.3125,7.0,13.125,6.1676846,-0.41851944,4.6350574,2.1529183,0.04300439,0.37574553,4.375,5.875305,11.875,6.87002,-2.5943456,0.20481968,0.70233536,0.4887864
522,-0.3038917,9.071025,3.011814,0.1812966,0.60150766,6.03125,8.3125,18.75,7.907812,-0.02798015,7.0091877,2.6474872,0.25211358,0.5874543,5.28125,7.28125,14.6875,7.12232,-2.0618372,-0.014053345,-0.78549194,0.27591154
523,-0.42021474,12.070396,3.4742477,-0.07606102,0.48508167,6.96875,9.75,16.75,6.141755,-0.51671404,9.288817,3.0477562,-0.080849,0.5613911,6.21875,8.5625,14.5625,6.084561,-2.781579,0.07630944,-0.057194233,0.096499294
524,-0.8105817,6.2201552,2.4940238,0.011962833,0.15811205,5.15625,6.812805,10.75,5.150421,-0.053832013,3.5185761,1.8757868,0.0047823847,0.2348454,3.734375,5.0,8.0625,5.4460497,-2.701579,0.07673335,0.29562855,0.7567497
525,-0.21265957,9.01331,3.0022175,0.00674928,0.3658855,6.0,8.1875,12.3125,5.222282,0.08446885,6.560881,2.5614216,0.06511335,0.5342324,5.1875,7.21875,11.3125,5.6922965,-2.4524293,0.16834688,0.47001457,0.2971284
526,-0.044903632,6.596392,2.5683444,-0.04958899,0.24720621,5.03125,6.90625,11.8125,5.82492,0.26930848,3.6776829,1.9177285,-0.058885116,0.34649706,3.813263,5.09375,9.5625,6.265125,-2.9187093,0.09929085,0.44020462,0.3142121
527,-0.21962678,6.1170936,2.473276,-0.0031663312,0.23456573,4.90625,6.59375,11.5,5.854678,-0.14907417,3.546924,1.883328,-0.012398555,0.27292562,3.766388,5.0,8.8125,5.9106665,-2.5701694,0.03835988,0.05598831,0.07055262
528,-1.4838752,7.430181,2.7258358,-0.10011644,0.15502214,6.09375,8.25,12.375,5.026184,-1.0413488,4.4621,2.1123683,-0.21407439,0.64200926,4.625,6.4375,11.625,6.314325,-2.968081,0.4869871,1.2881408,0.44252634
529,0.005400592,5.9227767,2.4336755,-0.0035182084,0.19489908,4.75,6.469055,11.625,6.03864,-0.10074873,3.381737,1.8389499,0.00847968,0.27972174,3.625,4.9375,8.125,5.5923615,-2.5410397,0.084822655,-0.44627857,0.10614932
530,0.5045724,6.948295,2.635962,-0.0497342,0.12578821,5.25,7.03125,12.4375,5.8257976,0.13813442,4.405502,2.0989287,-0.054479677,0.15644193,4.15625,5.500305,9.25,5.5486627,-2.5427933,0.030653715,-0.2771349,0.36643797
531,-0.2599027,6.6012,2.5692801,0.03777305,0.08138442,5.125,6.71875,10.6875,5.2102184,-0.1683208,3.917571,1.9792855,-0.01857405,0.1900158,3.890625,5.3125,8.9375,5.6907096,-2.683629,0.10863137,0.48049116,0.09158188
532,0.18255804,5.784501,2.405099,-0.07002201,0.26882815,4.78125,6.4375,11.875,6.229985,-0.25091013,3.5332062,1.8796824,-0.15348414,0.64488626,3.71875,5.1875,9.5625,6.4660654,-2.2512949,0.3760581,0.23608017,0.43346816
533,0.7477374,22.642809,4.758446,0.21378058,0.46832728,9.75,13.4375,21.125,5.6917925,0.6374378,20.09734,4.4830055,0.2672809,0.5801792,9.3125,12.9375,20.125,5.7901254,-2.5454693,0.11185193,0.09833288,0.11029959
534,-0.22000068,6.871364,2.6213286,0.050224576,0.22564077,5.1875,7.031555,11.3125,5.4314814,0.15501355,3.8385167,1.9592133,0.04718068,0.26109076,3.921875,5.28125,9.1875,5.9455295,-3.0328474,0.03544998,0.5140481,0.37501425
535,0.63203967,17.659554,4.2023273,-0.4258487,0.7882607,8.4375,11.625,18.5,5.569741,1.6961446,16.219835,4.0273857,-1.1243086,4.813587,8.3125,11.5,31.625,9.247446,-1.4397182,4.0253267,3.6777053,1.0641049
536,0.13460925,6.9884663,2.6435707,0.07729704,0.2207253,5.220276,7.09375,11.9375,5.71219,0.10938066,4.158591,2.0392623,0.056673653,0.3663869,4.03125,5.53125,10.1875,6.3458676,-2.8298755,0.14566159,0.6336775,0.02522859
537,0.63974386,6.064748,2.4626708,0.03706577,0.107367516,5.03125,6.625,10.5,5.1894197,0.74932367,3.7151148,1.9274633,-0.024077483,0.10899329,4.03125,5.3125,9.625,5.8244624,-2.349633,0.0016257763,0.63504267,0.1095798
538,-0.54490215,6.261903,2.5023794,-0.07304219,0.30984282,5.09375,6.8125,12.25,6.0865965,-0.41293663,3.6824672,1.9189756,-0.14738074,0.37058902,3.890625,5.3125,9.25,6.0219746,-2.5794356,0.060746193,-0.064621925,0.13196552
539,0.6030463,22.381603,4.73092,0.12556042,0.37989664,9.75,12.87561,24.875,6.7360525,0.5965301,19.404705,4.405077,0.140123,0.42714286,9.0625,12.06311,19.625,5.7342944,-2.9768982,0.047246218,-1.0017581,0.006516218
540,4.3062625,116.74211,10.804727,-0.49072754,0.38932133,22.125,28.125,43.5,4.599172,3.2438946,112.880226,10.624511,-0.4290317,0.37688518,21.625,28.0,42.5,4.769944,-3.861885,-0.0124361515,0.17077208,1.0623679
541,-0.45260412,7.44531,2.7286096,0.12731159,0.092769384,5.40625,7.125,11.125,5.046676,-0.17459355,4.8158503,2.1945045,0.10488239,0.29008222,4.40625,5.875,10.375,5.974176,-2.6294599,0.19731283,0.9274998,0.27801055
542,0.7504771,12.622565,3.552825,0.07774457,0.31827283,7.1875,9.8125,19.5,6.822257,-0.010516992,8.34011,2.887925,0.051752593,0.5044193,5.71875,7.84375,15.9375,7.043801,-4.2824554,0.1861465,0.22154379,0.7609941
543,-0.22185735,6.204204,2.490824,-0.0651478,0.27243376,4.9375,6.65625,13.4375,6.7942777,0.11544146,3.5300996,1.878856,-0.08662696,0.23109818,3.71875,5.03125,7.625,5.129376,-2.6741045,-0.041335583,-1.6649017,0.3372988
544,0.5468717,7.093736,2.6634068,-0.095980145,0.16856909,5.375,7.125,12.0,5.543049,0.10196338,4.3416166,2.0836546,-0.103343435,0.25855803,4.125,5.5625,11.6875,7.0814323,-2.7521195,0.08998895,1.5383835,0.44490835
545,0.3089825,6.2053075,2.4910455,-0.0054553635,0.28197098,4.9375,6.781555,10.75,5.435443,0.10923144,3.7230446,1.9295193,0.054657068,0.4157188,3.8125,5.250305,10.875,7.1784315,-2.4822628,0.13374782,1.7429886,0.19975105
546,-0.53728914,6.4688907,2.5434015,-0.030422544,0.31490374,5.15625,7.0,10.25,5.0087876,-0.45184648,3.9266264,1.9815717,-0.1995423,1.1960621,3.984375,5.46875,12.625,7.991861,-2.5422642,0.88115835,2.9830732,0.08544266
547,-0.8356306,6.8057265,2.6087787,0.005110367,0.21732068,5.4375,7.25,12.5,5.7513943,-0.5502298,4.083684,2.0208127,-0.009933205,0.33427358,4.15625,5.5625,9.25,5.604775,-2.7220426,0.116952896,-0.14661932,0.2854008
548,-0.7408484,7.9456267,2.8187988,0.056719575,0.37558794,5.78125,7.75,15.375,6.674103,-0.49284276,5.391271,2.321911,0.027809381,0.37204695,4.6875,6.40625,11.5,6.148681,-2.5543556,-0.0035409927,-0.5254216,0.24800566
549,-0.40047362,6.222707,2.4945354,-0.063130334,0.20370126,5.03125,6.78125,10.8125,5.4203405,-0.1766581,3.6155598,1.9014626,-0.15807359,0.3731053,3.796875,5.28125,8.5,5.683529,-2.607147,0.16940403,0.26318836,0.22381553
550,1.353485,17.544806,4.188652,-0.08015095,0.39767647,8.75,11.6875,21.5,6.1715493,0.7573834,14.50537,3.8085916,-0.10122145,0.44552875,7.75,10.5625,16.5,5.40385,-3.0394354,0.047852278,-0.76769924,0.5961016
551,0.5702311,5.7342377,2.3946269,-0.030386148,0.27401042,4.84375,6.5,11.75,6.0200634,0.324002,3.2869534,1.8129957,-0.0553845,0.3043337,3.625,4.90625,9.375,6.4474792,-2.4472842,0.030323267,0.42741585,0.24622908
552,-0.2516792,7.088179,2.6623635,6.666374e-05,0.23894954,5.3125,7.125,13.6875,6.4775543,0.18890572,4.0713677,2.0177631,-0.03891668,0.27528572,4.03125,5.375,9.5,5.9540133,-3.0168114,0.036336184,-0.523541,0.44058493
553,0.50485516,7.3125906,2.7041802,0.111785375,0.13484788,5.46875,7.21875,11.75,5.406754,0.5502012,4.6916943,2.1660318,0.096514694,0.1745143,4.4375,5.9375,10.0625,5.702495,-2.6208963,0.039666414,0.29574108,0.04534602
